200394182,MJ,TheRoughead,213013310
200394182,MJ,TheRoughead,212863847
200394182,MJ,TheRoughead,202426241
200394182,MJ,TheRoughead,202414594
200394182,MJ,TheRoughead,200395574
200394182,MJ,TheRoughead,200394616
200394182,MJ,TheRoughead,186257246
200394182,MJ,TheRoughead,185103448
200394182,MJ,TheRoughead,183409806
200394182,MJ,TheRoughead,183134401
200394182,MJ,TheRoughead,183133619
200394182,MJ,TheRoughead,182083117
200394182,MJ,TheRoughead,181027541
200394182,MJ,TheRoughead,180406105
200394182,MJ,TheRoughead,177636626
200394182,MJ,TheRoughead,176908953
200394182,MJ,TheRoughead,175888043
200394182,MJ,TheRoughead,175631264
200394182,MJ,TheRoughead,175005487
200394182,MJ,TheRoughead,174897035
200394182,MJ,TheRoughead,174527367
200394182,MJ,TheRoughead,171820510
200394182,MJ,TheRoughead,171533799
200394182,MJ,TheRoughead,171522665
200394182,MJ,TheRoughead,169024763
200394182,MJ,TheRoughead,166603014
200394182,MJ,TheRoughead,166594206
200394182,MJ,TheRoughead,166556792
200394182,MJ,TheRoughead,159872012
200394182,MJ,TheRoughead,159788234
200394182,MJ,TheRoughead,159695515
200394182,MJ,TheRoughead,159571482
200394182,MJ,TheRoughead,159495604
200394182,MJ,TheRoughead,159374905
200394182,MJ,TheRoughead,159241244
200394182,MJ,TheRoughead,159199294
200394182,MJ,TheRoughead,159189428
200394182,MJ,TheRoughead,159076088
200394182,MJ,TheRoughead,158957391
200394182,MJ,TheRoughead,158947284
200394182,MJ,TheRoughead,158942940
200394182,MJ,TheRoughead,158950830
200394182,MJ,TheRoughead,158477523
200394182,MJ,TheRoughead,158166601
200394182,MJ,TheRoughead,158156011
200394182,MJ,TheRoughead,158125721
200394182,MJ,TheRoughead,157651729
200394182,MJ,TheRoughead,157386225
200394182,MJ,TheRoughead,157395061
200394182,MJ,TheRoughead,157154485
200394182,MJ,TheRoughead,157153876
200394182,MJ,TheRoughead,157122214
200394182,MJ,TheRoughead,156999972
200394182,MJ,TheRoughead,156774111
200394182,MJ,TheRoughead,156624456
200394182,MJ,TheRoughead,156340488
200394182,MJ,TheRoughead,156279743
200394182,MJ,TheRoughead,156229164
200394182,MJ,TheRoughead,156097485
200394182,MJ,TheRoughead,156087162
200394182,MJ,TheRoughead,156016176
200394182,MJ,TheRoughead,155710894
200394182,MJ,TheRoughead,155730436
